ID,Text,Label
781,i feel so strange tan is weird i always been pale and you can see all my veins this is a complete new thing for me because honestly i had never been like that not even in morocco or in the mediterranean sun here is wild,surprise
782,i feel impressed to share them here along with my two cents worth,surprise
783,i don t want this to come off as a criticism i feel like your last story was much more fragment than story and i m curious how intentional that was,surprise
784,i can t shake the feeling and i m genuinely curious how companies perceive potential employees who received an online degree,surprise
785,im feeling and i think thats such a weird question,surprise
786,i have this cleaning lady now and it makes me feel funny,surprise
787,i am feeling rather amazed to be honest,surprise
788,i feel so funny right such an idiot,surprise
789,i explore new options for you as the reader teach you my likes and dislikes about each one share my feelings and thoughts funny college stories and hopefully help you understand a little more about living enlightened in todays society,surprise
790,i wont tell you whats that problem but i will tell you about my feeling my feeling was sooooo surprised,surprise
791,i feel amazed and grateful for discovering this great technique,surprise
792,i liked to do so one at a time for which one of the group laughed at me for something which i still feel surprised about,surprise
793,is go to move in its tracks with one chakra filled blow he could not help but feel amazed,surprise
794,i feel impressed to interject here and proclaim that there is good news,surprise
795,i was left feeling a bit dazed and confused as to what was really happening,surprise
796,i feel strange connecting myself to a tradition that i feel somewhat ambivalent towards,surprise
797,i feel shocked and overwhelmed by the magnitude of this holocaust,surprise
798,im gasping for breath and i feel surprised and hurt,surprise
799,i woke up remembering the dream and feeling too funny about the whole episode,surprise
800,i didnt have to pop a benadryl to curb my allergic reaction which mind you is still in my system because i feel so freaking dazed and my muscles are so relaxed though im also trashed because im so tired but i am still heading to amandas because i feel like it,surprise
801,i think of them often so i always grab notebooks like these to use when i feel so impressed to,surprise
802,i have no time to feel stunned or afraid as i look over my shoulder and see my traitorous unicorn nuzzling a woman wearing,surprise
803,i feel plenty of people might be amazed to compare his measurables to be able to cam newton from the year ago nfl network analyst mike mayock said,surprise
804,i walked out of that bookstore feeling very amazed and also very strange,surprise
805,i remember feeling slightly surprised i hadn t noticed the disparity myself and felt my mind drop momentarily back into the rugged feminist mindset,surprise
806,ive eaten the kaiseki here a few times i still feel impressed every time the dishes come out,surprise
807,i don t know if it s possible but i still feel weird sometimes almost like withdrawals,surprise
808,im not sure how i feel about the idea of the suicide girls i was just looking because im curious besides dont you have to have tattoos,surprise
809,i get the feeling that while i may not have impressed him with any kind of congress prowess he still enjoyed my company,surprise
810,i feel shocked about that,surprise
811,i remember feeling stunned and lost,surprise
812,i left the streaming feeling impressed,surprise
813,i feel weird and hesitant to hit the publish button it s like the trigger to that inner bomb,surprise
814,i started to feel amazing and finished strong,surprise
815,i remember all these places i ve been and things i ve done and feel absolutely stunned that i look at myself as being so simple and boring,surprise
816,i have to admit feeling a bit strange about that,surprise
817,i wanted to relate my feelings on this topic on june nd but friends who surprised me for the day didnt allow me to have the time to do so,surprise
818,ive never suffered from acne on my chest so to feel this strange bump made me anxious,surprise
819,i feel a little strange having broached a topic largely considered taboo in my family,surprise
820,i get the occasional urge to buy things i see just because i like the way it looks good because i don t really feel the value of money if someone gave me i wouldn t be shocked or surprised at all,surprise
821,i did not feel anger towards her none actually which surprised me,surprise
822,i feel stunned,surprise
823,i feel so dazed i just came home and crashed,surprise
824,i am feeling shocked most ladies cant resolve this worry,surprise
825,i started going down the adventure feeling totally ludicrous and wondering if this wasnt all just a waste of my time thats when i saw this screenshot,surprise
826,i woke up with and went to bed feeling each night surprised me but excited me as i was fully present with my children from before the sun went up until after it went down,surprise
827,i feel surprised just,surprise
828,i continue to feel amazing and feel zero alarm at the prospect my body might die,surprise
829,im running im not paying attention to my pace im just going by feel and am usually surprised by the pace when the run is over,surprise
830,ive been feeling a little funny when people ask me what i want for christmas and i can t think of a single thing i need,surprise
831,i was really upset feeling that because i was surprised and i m afraid to fall for anyone right now,surprise
832,i cant describe the bittersweet feelings that smell recalled i felt like my heart was going to explode out of my chest and i hit my knees stunned,surprise
833,i think it s natural for humans to feel curious,surprise
834,i feel so overwhelmed and exhausted,surprise
835,i still feel a little dazed so maybe she was good,surprise
836,i only trust in the things i feel some may say thats strange,surprise
837,i feel like chiming in just to see the clerk s shocked reaction which would probably fall somewhere between how did you know i was talking about that,surprise
838,i take a step back and feel like im too curious for my own good and spend way too much time in these fandoms u u but i just thought that since we fell into the pit of needles anyway well dig and search it to the bottom,surprise
839,i feel when the internet cuts out gifs gifs and more funny,surprise
840,i quit my job and in other ways i feel like i m on some weird long vacation,surprise
841,i remember it feeling like i was dazed out like the life was draining from me,surprise
842,i feel a bit shocked and honored to have my own photos chosen to sit alongside theirs,surprise
843,i feel this little girl has amazed me this year,surprise
844,i was called a liar as i cried feeling totally stunned and disrespected by all of this,surprise
845,i stayed outside the car feeling shocked that she was so upset,surprise
846,i think this was one of those movies that you have to watch in theaters to really feel it i bet audiences just sat there in stunned post adrenaline rush silence for like minutes until the music in the credits started playing,surprise
847,i feel like im the only sex writer around who was not particularly impressed with swingtown,surprise
848,i often feel like i m most myself when i m writing which is funny because i m usually writing about characters who have little or nothing to do with me,surprise
849,i still feel shocked just like tia obrecht,surprise
850,im feeling so shocked and sad for the families and friends of those who died,surprise
851,i feel a little strange,surprise
852,i was all sorts of excited thinking oh my goodness hes going to let us in and were going to teach him about the gospel and hes gonna feel the spirit and hes gonna get baptized and have all of these amazing blessings and hell know heavenly father loves him,surprise
853,i will not feel strange if i do not go to don moens concert or israel houghtons concert that i will simply enjoy things as they are life and not exalt them on pedestals,surprise
854,i never feel it and most of the time im surprised when tears start to run down my face,surprise
855,i have learned that i can be funny even when i don t feel funny and i ve also learned that sometimes i am simply not funny at all,surprise
856,i feel a little shocked and a little at sea today,surprise
857,i feel like i shouldnt be surprised and that this just comes with the territory of being years old,surprise
858,i feel i feel strange i cant feel any pain anymore,surprise
859,i feel overwhelmed well by everything,surprise
860,i feel a bit stunned because i havent gotten the whole point insanity,surprise
861,i feel her strength and see her determination and am a bit amazed,surprise
862,i feel funny inside is that a reference to the circus going on in his underpants,surprise
863,i think i personally am more motivated under stress its nice to think about when i feel a little overwhelmed,surprise
864,i might feel amazing i would probably think ask for my story who knew it,surprise
865,i always feel like i need drugs after which is funny cuz its a health food store,surprise
866,im feeling overwhelmed with the daily chores and i feel levi brush against my ankle because he crawled across the room to me,surprise
867,i just woke up feeling dazed from a weird dream i just had,surprise
868,i feel i was amazed as i have seen this ballet by both russian companies and the thing that impressed me was the competence and professionalism of their young dancers,surprise
869,i feel surprised by how great it is,surprise
870,i start to feel a little overwhelmed knowing i have to make still,surprise
871,i still feel strange most days as if ive forgotten to do something important and cant begin to remember what it is,surprise
872,i feel like child dreamer me would be less than impressed,surprise
873,i began to feel funny with pounding in my head and a sort of weird fuzzy feeling,surprise
874,im still sitting by the side of the road feeling a little dazed and trying to shake the gravel out of my hair and wondering if anybody got the license number of that truck,surprise
875,i feel here s something that she wrote that amazed me just one of so,surprise
876,i feel curious and i feel very blessed principally in that i seem to be provided with a pretty endless supply of colleagues even when they fall out of the tree like darling filmmaker derek jarman,surprise
877,i am just feeling kind of amazed that it s already time for her to take this step,surprise
878,i feel anyone who reads christina s begoni s story will find that it s hysterically funny with a bit of romance that provides a thriller ending,surprise
879,i didnt feel like waiting around but i was impressed by their niceness and generosity,surprise
880,i feel about you im just curious,surprise
881,i feel like there is no way wwe cant be impressed with them,surprise
882,i feel funny saying yeah me too,surprise
883,i feel weird with it straightened,surprise
884,i can t help but feel that there are amazing peopl,surprise
885,im back and feeling amazing,surprise
886,im just seventeen and all so i dont really pay much attention to it i mean there is still a lot to live and lots of things will change but i look at my friends all with their boyfriends and such and it just feels weird i dont really know why,surprise
887,i can at once acknowledge the beauty outside and then feel curious about what im feeling inside,surprise
888,id feel overwhelmed,surprise
889,i feel overwhelmed by the need that we saw there and the knowledge that there are so many others like her,surprise
890,i revelled in the feeling allowing himself those few stunned heartbeats to remember just how stupidly attractive the other man was,surprise
891,i feel i deserve more but am amazed to receive less,surprise
892,i realized that i never really talked much about my engagement ring to the hive and i feel the need to share because i was not the girl who was completely shocked when i received my ring,surprise
893,i feel as though it shouldnt have shocked me like it did but it in fact terrified me,surprise
894,i feel everyone is going to be surprised to see how much he s grown,surprise
895,i think of you i feel shocked a href http www,surprise
896,im feeling up for a challenge these days and curious for new inspirations,surprise
897,im feeling abit amazed at the way i totally grumped out on her and ep a few days ago somehow i dont really regret it,surprise
898,i just get tired of feeling like i have to tell it all or prove my situation and defend myself and look at those un impressed faces,surprise
899,i read about the part of snape in book i didn t feel so moving i felt more surprised than feeling moving,surprise
900,ive been feeling all these funny cramps going on lown down in my tummy and i distinctly remember them from last pregnancy although i didnt realise until now that it was related to pregnancy,surprise
